source_object_type	source_object	source_field	target_object_type	target_object	target_field	relationship	line_no	line_relation_seq	line_content	confidence
PROCEDURE	RPT.PR_TEST_DEMO	KNOCK_OUT_FLAG	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	KNOCK_OUT_FLAG	SELECT_EXPR	327	0	           COALESCE(DEAL.KNOCK_OUT_FLAG, 'N'),	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'N'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	327	1	           COALESCE(DEAL.KNOCK_OUT_FLAG, 'N'),	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	KNOCK_OUT_FLAG	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	KNOCK_OUT_FLAG	INSERT_SELECT_MAP	327	2	           COALESCE(DEAL.KNOCK_OUT_FLAG, 'N'),	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'N'	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	KNOCK_OUT_FLAG	INSERT_SELECT_MAP	327	3	           COALESCE(DEAL.KNOCK_OUT_FLAG, 'N'),	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	EXPIRY_DATE	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	EXPIRY_DATE	INSERT_SELECT_MAP	328	0	           DEAL.EXPIRY_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	EXERCISE_DATE	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	EXERCISE_DATE	INSERT_SELECT_MAP	329	0	           DEAL.EXERCISE_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	COMPANY_CODE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	COMPANY_CODE	SELECT_FIELD	330	0	           DEAL.COMPANY_CODE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	COMPANY_CODE	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	COMPANY_CODE	INSERT_SELECT_MAP	330	1	           DEAL.COMPANY_CODE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	BRANCH_CODE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	BRANCH_CODE	SELECT_FIELD	331	0	           DEAL.BRANCH_CODE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	BRANCH_CODE	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	BRANCH_CODE	INSERT_SELECT_MAP	331	1	           DEAL.BRANCH_CODE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD		SELECT_TABLE	332	0	      FROM TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD DEAL	REGEX
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.OTC_STO_POSITION		SELECT_TABLE	333	0	      LEFT OUTER JOIN TEMP.OTC_STO_POSITION POSN	REGEX
PROCEDURE	RPT.PR_TEST_DEMO	CUSTOMER_NUMBER	TABLE	TEMP.OTC_STO_POSITION	CUSTOMER_NUMBER	JOIN_ON	334	0	        ON POSN.CUSTOMER_NUMBER    = DEAL.CUSTOMER_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CUSTOMER_NUMBER	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	CUSTOMER_NUMBER	JOIN_ON	334	1	        ON POSN.CUSTOMER_NUMBER    = DEAL.CUSTOMER_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	SUB_ACCOUNT_NUMBER	TABLE	TEMP.OTC_STO_POSITION	SUB_ACCOUNT_NUMBER	JOIN_ON	335	0	       AND POSN.SUB_ACCOUNT_NUMBER = DEAL.SUB_ACCOUNT_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	SUB_ACCOUNT_NUMBER	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	SUB_ACCOUNT_NUMBER	JOIN_ON	335	1	       AND POSN.SUB_ACCOUNT_NUMBER = DEAL.SUB_ACCOUNT_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_TYPE	TABLE	TEMP.OTC_STO_POSITION	DEAL_TYPE	JOIN_ON	336	0	       AND POSN.DEAL_TYPE          = DEAL.DEAL_TYPE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_TYPE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	DEAL_TYPE	JOIN_ON	336	1	       AND POSN.DEAL_TYPE          = DEAL.DEAL_TYPE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_NUMBER	TABLE	TEMP.OTC_STO_POSITION	DEAL_NUMBER	JOIN_ON	337	0	       AND POSN.DEAL_NUMBER        = DEAL.DEAL_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_NUMBER	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	DEAL_NUMBER	JOIN_ON	337	1	       AND POSN.DEAL_NUMBER        = DEAL.DEAL_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_SUB_NUMBER	TABLE	TEMP.OTC_STO_POSITION	DEAL_SUB_NUMBER	JOIN_ON	338	0	       AND POSN.DEAL_SUB_NUMBER    = DEAL.DEAL_SUB_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_SUB_NUMBER	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	DEAL_SUB_NUMBER	JOIN_ON	338	1	       AND POSN.DEAL_SUB_NUMBER    = DEAL.DEAL_SUB_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.STRUCTURED_OPTION_TEMPLATE		SELECT_TABLE	339	0	      LEFT OUTER JOIN TEMP.STRUCTURED_OPTION_TEMPLATE TMPL	REGEX
PROCEDURE	RPT.PR_TEST_DEMO	TEMPLATE_CODE	TABLE	TEMP.STRUCTURED_OPTION_TEMPLATE	TEMPLATE_CODE	JOIN_ON	340	0	        ON TMPL.TEMPLATE_CODE      = DEAL.TEMPLATE_CODE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	TEMPLATE_CODE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	TEMPLATE_CODE	JOIN_ON	340	1	        ON TMPL.TEMPLATE_CODE      = DEAL.TEMPLATE_CODE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	PROD_TYPE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	PROD_TYPE	WHERE	341	0	     WHERE DEAL.PROD_TYPE          = p_product_type	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	VARIABLE	RPT.PR_TEST_DEMO	p_product_type	WHERE	341	1	     WHERE DEAL.PROD_TYPE          = p_product_type	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_TYPE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	DEAL_TYPE	WHERE	342	0	       AND DEAL.DEAL_TYPE          = p_deal_type	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	VARIABLE	RPT.PR_TEST_DEMO	p_deal_type	WHERE	342	1	       AND DEAL.DEAL_TYPE          = p_deal_type	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	REVERSE_TS	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	REVERSE_TS	WHERE	343	0	       AND DEAL.REVERSE_TS IS NULL	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:NULL	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	REVERSE_TS	WHERE	343	1	       AND DEAL.REVERSE_TS IS NULL	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	STATUS	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	STATUS	WHERE	344	0	       AND DEAL.STATUS IN ('A', 'L', 'P')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	STATUS	WHERE	344	1	       AND DEAL.STATUS IN ('A', 'L', 'P')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'L'	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	STATUS	WHERE	344	2	       AND DEAL.STATUS IN ('A', 'L', 'P')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'P'	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	STATUS	WHERE	344	3	       AND DEAL.STATUS IN ('A', 'L', 'P')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	TEMPLATE_CODE	TABLE	TEMP.STRUCTURED_OPTION_TEMPLATE	TEMPLATE_CODE	WHERE	345	0	       AND TMPL.TEMPLATE_CODE IS NOT NULL	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:NULL	TABLE	TEMP.STRUCTURED_OPTION_TEMPLATE	TEMPLATE_CODE	WHERE	345	1	       AND TMPL.TEMPLATE_CODE IS NOT NULL	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	TRADE_DATE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	TRADE_DATE	WHERE	348	0	            DEAL.TRADE_DATE     = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	WHERE	348	1	            DEAL.TRADE_DATE     = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	PREMIUM_DATE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	PREMIUM_DATE	WHERE	349	0	         OR DEAL.PREMIUM_DATE   = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	WHERE	349	1	         OR DEAL.PREMIUM_DATE   = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	EXERCISE_DATE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	EXERCISE_DATE	WHERE	350	0	         OR DEAL.EXERCISE_DATE  = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	WHERE	350	1	         OR DEAL.EXERCISE_DATE  = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	EXPIRY_DATE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	EXPIRY_DATE	WHERE	351	0	         OR DEAL.EXPIRY_DATE    = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	WHERE	351	1	         OR DEAL.EXPIRY_DATE    = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	MATURITY_DATE	TABLE	TEMP.STRUCTURED_OPTION_DEAL_BEF_EOD	MATURITY_DATE	WHERE	352	0	         OR DEAL.MATURITY_DATE  = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	WHERE	352	1	         OR DEAL.MATURITY_DATE  = ld_biz_date	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:ROW_COUNT	VARIABLE	RPT.PR_TEST_DEMO	lv_row_count	DIAGNOSTICS_FETCH_MAP	355	0	    GET DIAGNOSTICS lv_row_count = ROW_COUNT;	REGEX
PROCEDURE	RPT.PR_TEST_DEMO	lv_insert_count	VARIABLE	RPT.PR_TEST_DEMO	lv_insert_count	SELECT_EXPR	356	0	    SET lv_insert_count = lv_insert_count + lv_row_count;	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	lv_row_count	VARIABLE	RPT.PR_TEST_DEMO	lv_row_count	SELECT_EXPR	356	1	    SET lv_insert_count = lv_insert_count + lv_row_count;	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	lv_insert_count	VARIABLE	RPT.PR_TEST_DEMO	lv_insert_count	VARIABLE_SET_MAP	356	2	    SET lv_insert_count = lv_insert_count + lv_row_count;	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	lv_row_count	VARIABLE	RPT.PR_TEST_DEMO	lv_insert_count	VARIABLE_SET_MAP	356	3	    SET lv_insert_count = lv_insert_count + lv_row_count;	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'Position: Check temp source data'	VARIABLE	RPT.PR_TEST_DEMO	lv_err_pos	VARIABLE_SET_MAP	363	0	    SET lv_err_pos = 'Position: Check temp source data';	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:1	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	365	0	    SELECT CASE WHEN EXISTS (SELECT 1 FROM SESSION.TMP_STO_EVENT_SOURCE) THEN 1 ELSE 0 END	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:0	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	365	1	    SELECT CASE WHEN EXISTS (SELECT 1 FROM SESSION.TMP_STO_EVENT_SOURCE) THEN 1 ELSE 0 END	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	SYSIBM.SYSDUMMY1		SELECT_TABLE	367	0	      FROM SYSIBM.SYSDUMMY1;	REGEX
PROCEDURE	RPT.PR_TEST_DEMO	lv_has_data	PROCEDURE	RPT.PR_TEST_DEMO	lv_has_data	CONTROL_FLOW_CONDITION	369	0	    IF lv_has_data = 0 THEN	REGEX
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:0	PROCEDURE	RPT.PR_TEST_DEMO		CONTROL_FLOW_CONDITION	369	1	    IF lv_has_data = 0 THEN	REGEX
PROCEDURE	RPT.PR_TEST_DEMO		PROCEDURE	TEMP.PR_PROCEDURE_LOG		CALL_PROCEDURE	371	0	        CALL TEMP.PR_PROCEDURE_LOG(	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	lv_msg_category	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$1	CALL_PARAM_MAP	372	0	            lv_msg_category,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	lv_procedure_name	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$2	CALL_PARAM_MAP	373	0	            lv_procedure_name,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'INFO'	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$3	CALL_PARAM_MAP	374	0	            'INFO',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'No source rows found for structured option events'	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$4	CALL_PARAM_MAP	375	0	            'No source rows found for structured option events'	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P		INSERT_TABLE	385	0	        INSERT INTO TEMP.TEST_EVENT_MASTER_P	REGEX
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	ACTIVE_FLAG	INSERT_TARGET_COL	387	0	            ACTIVE_FLAG,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	CREATION_DATE	INSERT_TARGET_COL	388	0	            CREATION_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	AS_OF_DATE	INSERT_TARGET_COL	389	0	            AS_OF_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	PRODUCT_TYPE	INSERT_TARGET_COL	390	0	            PRODUCT_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_TYPE	INSERT_TARGET_COL	391	0	            DEAL_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	EVENT_ID	INSERT_TARGET_COL	392	0	            EVENT_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	SEQUENCE_NUMBER	INSERT_TARGET_COL	393	0	            SEQUENCE_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_WITH_COMPANY	INSERT_TARGET_COL	394	0	            DEAL_WITH_COMPANY,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_WITH_BRANCH	INSERT_TARGET_COL	395	0	            DEAL_WITH_BRANCH,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	CUSTOMER_NUMBER	INSERT_TARGET_COL	396	0	            CUSTOMER_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	SUB_ACCOUNT_NUMBER	INSERT_TARGET_COL	397	0	            SUB_ACCOUNT_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_NUMBER	INSERT_TARGET_COL	398	0	            DEAL_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_SUB_NUMBER	INSERT_TARGET_COL	399	0	            DEAL_SUB_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	401	0	        SELECT 'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	TABLE	TEMP.TEST_EVENT_MASTER_P	ACTIVE_FLAG	INSERT_SELECT_MAP	401	1	        SELECT 'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	402	0	               ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_MASTER_P	CREATION_DATE	INSERT_SELECT_MAP	402	1	               ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	403	0	               ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_MASTER_P	AS_OF_DATE	INSERT_SELECT_MAP	403	1	               ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	PRODUCT_TYPE	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	PRODUCT_TYPE	SELECT_FIELD	404	0	               SRC.PRODUCT_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	PRODUCT_TYPE	TABLE	TEMP.TEST_EVENT_MASTER_P	PRODUCT_TYPE	INSERT_SELECT_MAP	404	1	               SRC.PRODUCT_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_TYPE	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	DEAL_TYPE	SELECT_FIELD	405	0	               SRC.DEAL_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_TYPE	TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_TYPE	INSERT_SELECT_MAP	405	1	               SRC.DEAL_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	EVENT_ID	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	EVENT_ID	SELECT_FIELD	406	0	               SRC.EVENT_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	EVENT_ID	TABLE	TEMP.TEST_EVENT_MASTER_P	EVENT_ID	INSERT_SELECT_MAP	406	1	               SRC.EVENT_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	SEQUENCE:RPT.GLOBAL_SEQ_ACCOUNT_EVENT_UNIQUE_ID	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	407	0	               NEXT VALUE FOR RPT.GLOBAL_SEQ_ACCOUNT_EVENT_UNIQUE_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	SEQUENCE:RPT.GLOBAL_SEQ_ACCOUNT_EVENT_UNIQUE_ID	TABLE	TEMP.TEST_EVENT_MASTER_P	SEQUENCE_NUMBER	SEQUENCE_VALUE_MAP	407	1	               NEXT VALUE FOR RPT.GLOBAL_SEQ_ACCOUNT_EVENT_UNIQUE_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	COMPANY_CODE	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	COMPANY_CODE	SELECT_FIELD	408	0	               SRC.COMPANY_CODE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	COMPANY_CODE	TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_WITH_COMPANY	INSERT_SELECT_MAP	408	1	               SRC.COMPANY_CODE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	BRANCH_CODE	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	BRANCH_CODE	SELECT_FIELD	409	0	               SRC.BRANCH_CODE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	BRANCH_CODE	TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_WITH_BRANCH	INSERT_SELECT_MAP	409	1	               SRC.BRANCH_CODE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CUSTOMER_NUMBER	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	CUSTOMER_NUMBER	SELECT_FIELD	410	0	               SRC.CUSTOMER_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CUSTOMER_NUMBER	TABLE	TEMP.TEST_EVENT_MASTER_P	CUSTOMER_NUMBER	INSERT_SELECT_MAP	410	1	               SRC.CUSTOMER_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	SUB_ACCOUNT_NUMBER	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	SUB_ACCOUNT_NUMBER	SELECT_FIELD	411	0	               SRC.SUB_ACCOUNT_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	SUB_ACCOUNT_NUMBER	TABLE	TEMP.TEST_EVENT_MASTER_P	SUB_ACCOUNT_NUMBER	INSERT_SELECT_MAP	411	1	               SRC.SUB_ACCOUNT_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_NUMBER	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	DEAL_NUMBER	SELECT_FIELD	412	0	               SRC.DEAL_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_NUMBER	TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_NUMBER	INSERT_SELECT_MAP	412	1	               SRC.DEAL_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_SUB_NUMBER	SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE	DEAL_SUB_NUMBER	SELECT_FIELD	413	0	               SRC.DEAL_SUB_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	DEAL_SUB_NUMBER	TABLE	TEMP.TEST_EVENT_MASTER_P	DEAL_SUB_NUMBER	INSERT_SELECT_MAP	413	1	               SRC.DEAL_SUB_NUMBER	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		SESSION_TABLE	SESSION.TMP_STO_EVENT_SOURCE		SELECT_TABLE	414	0	          FROM SESSION.TMP_STO_EVENT_SOURCE SRC;	REGEX
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:ROW_COUNT	VARIABLE	RPT.PR_TEST_DEMO	lv_row_count	DIAGNOSTICS_FETCH_MAP	416	0	        GET DIAGNOSTICS lv_row_count = ROW_COUNT;	REGEX
PROCEDURE	RPT.PR_TEST_DEMO	lv_insert_count	VARIABLE	RPT.PR_TEST_DEMO	lv_insert_count	SELECT_EXPR	417	0	        SET lv_insert_count = lv_insert_count + lv_row_count;	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	lv_row_count	VARIABLE	RPT.PR_TEST_DEMO	lv_row_count	SELECT_EXPR	417	1	        SET lv_insert_count = lv_insert_count + lv_row_count;	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	lv_insert_count	VARIABLE	RPT.PR_TEST_DEMO	lv_insert_count	VARIABLE_SET_MAP	417	2	        SET lv_insert_count = lv_insert_count + lv_row_count;	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	lv_row_count	VARIABLE	RPT.PR_TEST_DEMO	lv_insert_count	VARIABLE_SET_MAP	417	3	        SET lv_insert_count = lv_insert_count + lv_row_count;	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'Position: Insert static detail rows'	VARIABLE	RPT.PR_TEST_DEMO	lv_err_pos	VARIABLE_SET_MAP	424	0	        SET lv_err_pos = 'Position: Insert static detail rows';	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P		INSERT_TABLE	426	0	        INSERT INTO TEMP.TEST_EVENT_DETAIL_P	REGEX
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_TARGET_COL	428	0	            ACTIVE_FLAG,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_TARGET_COL	429	0	            CREATION_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_TARGET_COL	430	0	            AS_OF_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_TARGET_COL	431	0	            PRODUCT_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_TARGET_COL	432	0	            DEAL_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_TARGET_COL	433	0	            EVENT_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_TARGET_COL	434	0	            SEQUENCE_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_TARGET_COL	435	0	            FIELD_NAME,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_TARGET_COL	436	0	            FIELD_VALUE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ACTIVE_FLAG	TABLE	TEMP.TEST_EVENT_MASTER_P	ACTIVE_FLAG	SELECT_FIELD	438	0	        SELECT MAST.ACTIVE_FLAG,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ACTIVE_FLAG	TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_SELECT_MAP	438	1	        SELECT MAST.ACTIVE_FLAG,	PARSER
